,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Style
7282,Saint-Émilion Grand Cru (Grand Cru Classé) 1999,France,Saint-Émilion Grand Cru,Château l'Arrosee,4.1,69,52.15,1999,red
7283,Istante 2016,Italy,Südtirol - Alto Adige,Franz Haas,4.1,69,29.9,2016,red
7284,Cabernet Sauvignon 2017,Australia,Murray Darling,Deakin Estate,3.2,69,5.95,2017,red
7285,Ermitage Le Méal 2004,France,Hermitage,M. Chapoutier,4.4,69,104.95,2004,red
7286,Cabernet Sauvignon Toscana Collezione Privata 2011,Italy,Toscana,Isole e Olena,4.4,69,67.8,2011,red
7287,Nerìo Riserva Negroamaro - Malvasia Nera 2016,Italy,Nardò,Schola Sarmenti,4.4,69,15.38,2016,red
7288,Vittoria Barbera d'Alba 2016,Italy,Barbera d'Alba,Gianfranco Alessandria,4.3,69,24.2,2016,red
7289,Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Masseria Coste di Brenta,3.9,69,7.45,2016,red
7290,Regain Rouge 2015,France,Ventoux,Vindemio,3.6,69,9.95,2015,red
7291,Barrel Selection Merlot 2018,Argentina,Uco Valley,Salentein,4.2,69,12.9,2018,red
7292,Potenti Toscana (Suvereto) 2016,Italy,Toscana,Petra,4.0,69,33.9,2016,red
7293,Rouge 2016,France,Gard,Roc d'Anglade,3.9,69,38.41,2016,red
7294,Ronco dell'Angelo Merlot 2016,Switzerland,Ticino,Vinattieri Ticinesi,3.4,69,26.81,2016,red
7295,Spiga Ribera del Duero 2007,Spain,Ribera del Duero,O. Fournier,3.9,69,24.17,2007,red
7296,Grès de Montpellier 2017,France,Languedoc,Mas des Mas,3.8,69,18.84,2017,red
7297,Chianti Colli Senesi 2018,Italy,Chianti Colli Senesi,Palagetto,3.4,69,8.95,2018,red
7298,Rust Blaufränkisch Ried Oberer Wald Trocken 2013,Austria,Burgenland,Ernst Triebaumer,3.8,69,37.92,2013,red
7299,Saint-Émilion Grand Cru 2001,France,Saint-Émilion Grand Cru,Château Laforge,3.7,69,45.9,2001,red
7300,San Rumé Barbera d'Asti Superiore 2016,Italy,Barbera d'Asti,Vincenzo Bossotti,3.9,69,10.23,2016,red
7301,Rioja Bordón Gran Reserva 2009,Spain,Rioja,Franco-Espanolas,3.8,690,13.8,2009,red
7302,Cellar Selection Pinot Noir 2018,New Zealand,Hawke's Bay,Sileni Estates,3.3,690,12.42,2018,red
7303,Saint-Émilion 2015,France,Saint-Émilion,Jean-Pierre Moueix,3.7,691,16.45,2015,red
7304,Reserva 2015,Spain,Ribera del Duero,Tinto Pesquera,4.2,691,29.9,2015,red
7305,Crianza 2013,Spain,Ribera del Duero,Áster,3.8,692,19.98,2013,red
7306,Barbaresco 2014,Italy,Barbaresco,Gaja,4.4,694,195.0,2014,red
7307,Pinot Noir Le Bourgogne 2015,France,Bourgogne,Chanson,3.6,694,18.08,2015,red
7308,Le Tense Sassella Valtellina Superiore 2016,Italy,Valtellina Superiore,Nino Negri,3.8,694,13.15,2016,red
7309,Vineyards Cabernet Sauvignon 2019,Argentina,Mendoza,Trapiche,3.6,695,5.25,2019,red
7310,Dão Rótulo Tinto 2013,Portugal,Dão,Niepoort,3.4,695,23.15,2013,red
7311,Rouge 2016,South Africa,Stellenbosch,Alto Estate,3.7,696,9.5,2016,red
7312,Roble 2018,Spain,Ribera del Duero,Portia,3.5,696,10.99,2018,red
7313,Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Ducru-Beaucaillou,4.7,699,339.0,2009,red
7314,i.e.a. Qurein 2013,Italy,Vigneti delle Dolomiti,Pranzegg,3.9,70,24.91,2013,red
7315,Priorat Gran Cruor 2011,Spain,Priorat,Casa Gran del Siurana,4.2,70,57.28,2011,red
7316,Les Chemins 2017,France,Corbières,Famille Lignères - Château La Baronne,4.0,70,14.95,2017,red
7317,Barbera d'Alba 2018,Italy,Barbera d'Alba,Fratelli Revello,3.9,70,15.47,2018,red
7318,Forriero Nero d'Avola 2018,Italy,Terre Siciliane,Andrero,3.8,70,6.33,2018,red
7319,Wildcard Shiraz - Cabernet Sauvignon 2018,Australia,Barossa Valley,Peter Lehmann,3.5,70,7.23,2018,red
7320,Cuvée Viva Blaye - Côtes de Bordeaux 2005,France,Blaye - Côtes de Bordeaux,Château Gigault,4.1,70,29.95,2005,red
7321,Pinot Nero Langhe PN Q497 2012,Italy,Langhe,G.D. Vajra,3.7,70,19.95,2012,red
7322,Südtirol Lagrein Riserva 2013,Italy,Südtirol - Alto Adige,Heinrich Mayr (Nusserhof),4.0,70,28.24,2013,red
7323,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château La Croix Chantecaille,3.7,70,22.62,2016,red
7324,Ségla Margaux 2015,France,Margaux,Château Rauzan-Ségla,4.2,70,60.19,2015,red
7325,Vigne del Maestro Sangiovese 2017,Italy,Puglia,Maestro Italiano,3.7,70,4.83,2017,red
7326,Haven Cabernet Sauvignon 2018,South Africa,Coastal Region,Glen Carlou,3.7,70,7.9,2018,red
7327,Aldone 2015,Italy,Toscana,Terre del Marchesato,4.2,70,58.0,2015,red
7328,Côtes-du-Rhône Rouge 2017,France,Côtes-du-Rhône,Anne-Sophie Pic et Michel Chapoutier,3.8,70,8.9,2017,red
7329,Ape Reale Barbera d'Alba 2017,Italy,Barbera d'Alba,BelColle,3.5,70,8.76,2017,red
7330,Cuvée des Cadettes Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château La Nerthe,4.5,70,68.14,2016,red
7331,Bolgheri Superiore 2017,Italy,Bolgheri Superiore,Ornellaia,4.6,70,192.0,2017,red
7332,Colonia Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Fèlsina,4.3,70,100.95,2013,red
7333,Saint Cosme Saint Joseph 2014,France,Saint-Joseph,Château de Saint Cosme,3.8,70,22.0,2014,red
7334,Hermitage Rouge 2005,France,Hermitage,Tardieu-Laurent,4.3,70,99.95,2005,red
7335,Lagrein 2019,Italy,Südtirol - Alto Adige,Wilhelm Walch,4.1,70,9.5,2019,red
7336,Blauburgunder (Pinot Nero) 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,70,27.09,2017,red
7337,Corbières 2019,France,Corbières,Château de Caraguilhes,3.5,70,10.65,2019,red
7338,Shiraz 2016,South Africa,Stellenbosch,Neethlingshof Estate,3.7,70,10.72,2016,red
7339,Holzspur Pinot Noir 2015,Austria,Thermenregion,Johanneshof Reinisch,4.0,70,36.95,2015,red
7340,Tradition Spätburgunder 2016,Germany,Franken,Rudolf Fürst,3.7,70,19.42,2016,red
7341,Blaufränkisch vom Lehm 2017,Austria,Mittelburgenland,Gesellmann,3.4,70,11.76,2017,red
7342,Hausmarke Rot 2017,Austria,Burgenland,Moric,3.6,70,13.24,2017,red
7343,Corash Cannonau Sardegna Riserva 2016,Italy,Cannonau di Sardegna,Vernaccia Oristano,4.0,70,10.24,2016,red
7344,Spätburgunder Kaiserstuhl 2015,Germany,Baden,Salwey,3.6,70,11.5,2015,red
7345,Barbera d'Alba 2007,Italy,Barbera d'Alba,Monti,4.2,70,24.5,2007,red
7346,Castell Vell 2015,France,Côtes du Roussillon Villages,Singla,4.0,70,24.27,2015,red
7347,Estoras 2017,Austria,Burgenland,Esterházy,2.8,70,11.45,2017,red
7348,Sabazio 2018,Italy,Rosso di Montepulciano,La Braccesca,3.5,70,10.4,2018,red
7349,Sinfarosa Zinfandel - Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Felline,3.8,70,12.9,2017,red
7350,Cà Del Pazzo Sangiovese - Cabernet Sauvignon 2013,Italy,Sant'Antimo,Caparzo,4.0,70,19.9,2013,red
7351,Côtes du Rhône Villages Sablet 2010,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,70,10.67,2010,red
7352,La Maîtresse 2017,France,Malepère,La Louvière,3.6,70,10.79,2017,red
7353,Italian Collection Nabucco 2011,South Africa,Stellenbosch,Morgenster Estate,3.8,70,35.04,2011,red
7354,12 e Mezzo Negroamaro del Salento 2016,Italy,Salento,Varvaglione,3.8,700,7.25,2016,red
7355,Crozes-Hermitage Domaine de Thalabert 2012,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,700,29.5,2012,red
7356,Terra do Zambujeiro 2013,Portugal,Borba,Quinta do Zambujeiro,4.1,700,21.4,2013,red
7357,Franc 2016,Spain,Pla de Bages,Abadal,3.6,701,7.31,2016,red
7358,Rouge (Gaston Hochar) 1997,Lebanon,Bekaa Valley,Château Musar,4.2,701,47.67,1997,red
7359,Da'Divas Tempranillo 2016,Brazil,Encruzilhada do Sul,Lidio Carraro,3.6,701,16.52,2016,red
7360,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Léoville Las Cases,4.6,702,336.3,2005,red
7361,Founders' Estate Merlot 2017,United States,California,Beringer,3.6,702,11.6,2017,red
7362,Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Palazzo Maffei,4.1,702,25.5,2015,red
7363,Carmenère 2018,Chile,Colchagua Valley,Montes Alpha,4.1,702,13.89,2018,red
7364,Rioja Bordón Crianza 2016,Spain,Rioja,Franco-Espanolas,3.6,702,7.26,2016,red
7365,I Gran Reserva 75 Aniversario 2009,Spain,Rioja,Bodegas Faustino,4.0,703,16.47,2009,red
7366,Merlot - Petit Verdot Penedès 3055 2017,Spain,Penedès,Jean Leon,3.8,703,13.36,2017,red
7367,Grande Reserve 2015,Chile,Colchagua Valley,Los Vascos,3.8,703,16.17,2015,red
7368,Dark (Red Blend) 2017,United States,California,Apothic,3.7,704,8.18,2017,red
7369,Le Tense Sassella Valtellina Superiore 2015,Italy,Valtellina Superiore,Nino Negri,3.8,704,17.79,2015,red
7370,Douro Batuta Tinto 2013,Portugal,Douro,Niepoort,4.3,705,56.0,2013,red
7371,Mai The First A.Montes Malbec 2016,Argentina,Mendoza,Kaiken,4.4,706,61.05,2016,red
7372,Russian River Valley Pinot Noir 2015,United States,Russian River Valley,DeLoach,4.1,706,35.99,2015,red
7373,Valley Oaks Cabernet Sauvignon 2017,United States,California,Fetzer,3.6,707,8.8,2017,red
7374,Tinto 2016,Portugal,Alenquer,Quinta das Setencostas,3.9,707,7.2,2016,red
7375,Carmenère 2017,Chile,Central Valley,Anderra,3.4,708,7.27,2017,red
7376,Bordeaux 2016,France,Bordeaux,Château Bel-Air,3.5,709,8.33,2016,red
7377,Vigne Vecchie Leggenda Primitivo di Manduria 2015,Italy,Primitivo di Manduria,Vigneti del Salento,4.4,709,39.9,2015,red
7378,EPU 2016,Chile,Puente Alto,Almaviva,4.5,709,46.34,2016,red
7379,Cabernet Sauvignon 2018,Chile,Central Valley,Antares,3.3,709,4.76,2018,red
7380,Le Pluriel Rouge 2018,France,Costières-de-Nîmes,Clos des Boutes,3.4,71,9.26,2018,red
7381,Gambert de Loche Hermitage Rouge 2009,France,Hermitage,Cave de Tain,4.3,71,86.62,2009,red
7382,Petit Verdot 2016,France,Bordeaux,Château Belle-Vue,3.7,71,29.15,2016,red
7383,Steinsatz Cuvée 2015,Germany,Pfalz,Schneider,4.1,71,29.5,2015,red
7384,Château La Voûte Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Vignobles Moreau,4.1,71,36.0,2014,red
7385,Artino 2017,Italy,Calabria,Tenuta Iuzzolini,4.1,71,11.6,2017,red
7386,Cabernet Sauvignon 2014,South Africa,Breede River Valley,Bergsig Estate,3.6,71,9.85,2014,red
7387,Ribera Tinta del País 2015,Spain,Ribera del Duero,Urban,3.8,71,14.99,2015,red
7388,Villero Barolo 2011,Italy,Barolo,Brovia,4.2,71,61.11,2011,red
7389,Volnay 1er Cru 'Carelle sous la Chapelle' 2011,France,Volnay 1er Cru 'Carelle sous la Chapelle',Domaine François Buffet,3.8,71,57.5,2011,red
7390,Langhe Nebbiolo 2016,Italy,Langhe,Elio Filippino,4.0,71,10.43,2016,red
7391,Sancerre Rouge 2014,France,Sancerre,Domaine Salmon,3.4,71,14.03,2014,red
7392,Barolo Ravera 2015,Italy,Barolo,Vietti,4.4,71,173.63,2015,red
7393,Cabernet Franc 2016,South Africa,Franschhoek,Holden Manz,4.5,71,59.0,2016,red
7394,Sand Lagrein 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,71,11.21,2018,red
7395,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Gruaud Larose,3.9,71,86.76,2017,red
7396,15 di Mare Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Cantolio,4.2,71,28.27,2016,red
7397,Barbera d'Asti Superiore Tre Roveri 2017,Italy,Barbera d'Asti,Pico Maccario,3.8,71,16.9,2017,red
7398,Villa Don Maximiano 2016,Chile,Aconcagua Valley,Errazuriz,3.8,71,38.02,2016,red
7399,Disueri Nero d'Avola 2017,Italy,Sicilia,Cusumano,3.7,71,6.58,2017,red
7400,Red 2015,Chile,Maipo Valley,Antiyal,4.4,71,46.65,2015,red
7401,Tradition Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Penin,3.6,71,8.9,2016,red
7402,Sequoia 2016,France,Sainte-Foy-Bordeaux,Château Carbonneau,3.7,71,8.68,2016,red
7403,Lacoste Borie Pauillac 2016,France,Pauillac,Château Grand-Puy-Lacoste,3.7,71,33.95,2016,red
7404,Nuits-Saint-Georges 2016,France,Nuits-Saint-Georges,Domaine des Perdrix,4.2,71,64.8,2016,red
7405,Syrah 2009,Spain,Campo de la Guardia,Martúe,3.9,71,22.09,2009,red
7406,Millennio Chianti Classico Gran Selezione 2009,Italy,Chianti Classico,Cacchiano,4.1,71,29.89,2009,red
7407,Gigondas Le Claux 2014,France,Gigondas,Château de Saint Cosme,4.3,71,72.0,2014,red
7408,Cirò Rosso Classico Superiore 2012,Italy,Cirò,Scala,3.6,71,9.5,2012,red
7409,Tramp 2016,Spain,Catalunya,Can Grau Vell,3.8,71,15.7,2016,red
7410,Merlot 2016,Italy,Friuli-Venezia Giulia,Attems,3.6,71,10.66,2016,red
7411,Barbaresco 2014,Italy,Barbaresco,Marco Bonfante,3.6,71,23.19,2014,red
7412,Il Secondo 2014,Italy,Trentino-Alto Adige,Peter Sölva,3.8,71,13.5,2014,red
7413,4 Varietales Colección Rioja 2016,Spain,Rioja,Vivanco,3.8,71,41.28,2016,red
7414,Gran Selección Valdepeñas 2014,Spain,Valdepeñas,Viña Albali,3.3,71,6.75,2014,red
7415,Privatkeller Cabernet - Merlot 2015,Austria,Thermenregion,Schlumberger,3.6,71,17.9,2015,red
7416,Cabernet Sant'Antimo Olmaia 2014,Italy,Sant'Antimo,Col d'Orcia,4.0,71,37.63,2014,red
7417,Tenuta Greppone Mazzi Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Ruffino,4.2,710,50.67,2013,red
7418,Tribu Cabernet Sauvignon 2018,Argentina,Mendoza,Trivento,3.4,710,8.67,2018,red
7419,Homenagem A Hans Christian Andersen 2013,Portugal,Alentejano,Cortes de Cima,4.3,712,31.19,2013,red
7420,Saint-Estèphe (Grand Cru Classé) 2009,France,Saint-Estèphe,Château Montrose,4.5,712,369.0,2009,red
7421,Tinto 2017,Spain,Ribera del Duero,Aalto,4.4,712,33.89,2017,red
7422,Syrah 2018,France,Pays d'Oc,Les Jamelles,3.8,713,5.36,2018,red
7423,Ramitello Rosso 2013,Italy,Biferno,Di Majo Norante,3.7,713,11.9,2013,red
7424,Z 2014,South Africa,Stellenbosch,De Toren,4.2,713,32.97,2014,red
7425,Raimonda Barbera d'Alba 2016,Italy,Barbera d'Alba,Fontanafredda,3.5,714,11.37,2016,red
7426,Cabernet Sauvignon 2015,South Africa,Franschhoek,Boekenhoutskloof,4.3,714,61.05,2015,red
7427,Le Pur Fruit du Causse Cahors 2017,France,Cahors,Château Combel La Serre,3.7,715,17.74,2017,red
7428,Rioja Crianza 2016,Spain,Rioja,Montecillo,3.6,715,7.75,2016,red
7429,Pinot Nero 2017,Italy,Südtirol - Alto Adige,Franz Haas,3.9,716,23.5,2017,red
7430,Nero d'Avola 2018,Italy,Terre Siciliane,Barone Montalto,3.6,717,5.1,2018,red
7431,Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château Mont-Redon,4.1,718,34.9,2014,red
7432,Vinha das Romãs Tinto 2015,Portugal,Alentejano,Monte da Ravasqueira,3.9,718,21.1,2015,red
7433,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Cesari,4.1,718,28.5,2015,red
7434,Bandol 2015,France,Bandol,La Bastide Blanche,3.7,719,21.88,2015,red
7435,Secateurs Red Blend 2015,South Africa,Swartland,Badenhorst,3.7,719,9.9,2015,red
7436,Reserve Malbec Mendoza 2017,Argentina,Mendoza,Bodega Piedra Negra,3.8,719,13.71,2017,red
7437,Cipressi Nizza 2016,Italy,Barbera d'Asti,Michele Chiarlo,3.9,719,15.6,2016,red
7438,Bordeaux Supérieur 2010,France,Bordeaux Supérieur,Château Croix Mouton,3.5,719,22.95,2010,red
7439,Pomerol 2016,France,Pomerol,Château Plince,4.0,72,48.64,2016,red
7440,Gigondas Valbelle 2009,France,Gigondas,Château de Saint Cosme,3.9,72,39.0,2009,red
7441,Höhenflug Cuvée 2016,Germany,Pfalz,Hensel,3.9,72,16.45,2016,red
7442,Grés de Montpellier 2016,France,Grès de Montpellier,Château de l'Engarran,3.7,72,13.0,2016,red
7443,Salzberg 2015,Austria,Burgenland,Heinrich,4.3,72,82.5,2015,red
7444,Azul 2016,Spain,Ribera del Queiles,Guelbenzu,3.9,72,6.99,2016,red
7445,Les Chaignots Nuits-Saint-Georges 1er Cru 2013,France,Nuits-Saint-Georges,Domaine Robert Chevillon,4.1,72,86.62,2013,red
7446,Pinot Noir Herrenstück 2015,Germany,Baden,Weingut Holger Koch,3.6,72,13.5,2015,red
7447,Massaluca 2018,Spain,Terra Alta,Ramón Roqueta,3.9,72,14.52,2018,red
7448,The Love Grass Shiraz 2017,Australia,McLaren Vale,d'Arenberg,3.7,72,14.63,2017,red
7449,Merlot 2018,South Africa,Paarl,Backsberg,3.7,72,12.25,2018,red
7450,Lindenburg 2014,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,72,26.8,2014,red
7451,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Cantine Luciani,3.9,72,17.45,2014,red
7452,Assolo Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Tenuta l'Ariosa,3.6,72,13.5,2015,red
7453,Barrica Monastrell - Syrah 2017,Spain,Valencia,Vermador,3.5,72,5.9,2017,red
7454,Finca San Martin Rioja Crianza 2017,Spain,Rioja,Torre de Oña,3.8,72,9.75,2017,red
7455,Arte Rosso 2012,Italy,Langhe,Domenico Clerico,3.9,72,27.06,2012,red
7456,1300 Merlot 2018,Argentina,Tupungato,Andeluna,3.4,72,9.9,2018,red
7457,Capomastro 2018,Italy,Veneto,Lenotti,3.9,72,6.29,2018,red
7458,Bárbara Palacios 2015,Spain,Rioja,Barbarot,3.8,72,18.42,2015,red
7459,Nero d'Avola (Organico) 2019,Italy,Terre Siciliane,Vanitá,3.3,72,7.25,2019,red
7460,Novecento Cabernet Sauvignon 2018,Argentina,Mendoza,Dante Robino,3.1,72,8.41,2018,red
7461,Visionaire 2014,South Africa,Franschhoek,Holden Manz,3.8,72,14.5,2014,red
7462,Barolo Aeroplan Servaj 2011,Italy,Barolo,Domenico Clerico,4.2,72,96.95,2011,red
7463,25 anni Montefalco Sagrantino 2014,Italy,Montefalco Sagrantino,Arnaldo-Caprai,4.2,72,55.77,2014,red
7464,Chianti Classico 2016,Italy,Chianti Classico,Zonin,3.7,72,9.06,2016,red
7465,Pieve Santa Restituta Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Gaja,4.5,72,59.9,2015,red
7466,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Ausone,4.5,72,1599.95,2010,red
7467,Barbaresco Basarin Riserva 2016,Italy,Barbaresco,Negro Angelo,4.1,72,29.5,2016,red
7468,Petravia Puglia 2016,Italy,Puglia,Masseria Altemura,3.8,720,10.9,2016,red
7469,Grandarella Appassimento delle Venezie 2010,Italy,delle Venezie,Masi,3.7,720,19.95,2010,red
7470,Zinfandel 2018,Italy,Puglia,Epicuro,3.7,720,10.68,2018,red
7471,Da'Divas Pinot Noir 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.3,720,14.57,2012,red
7472,Reserve Malbec 2018,Argentina,Tupungato,Domaine Bousquet,3.9,720,11.46,2018,red
7473,Crianza 2016,Spain,Rioja,Sierra Cantabria,3.7,721,11.45,2016,red
7474,Crianza 2016,Spain,Ribera del Duero,Protos,4.1,721,16.95,2016,red
7475,Agnus Merlot 2011,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,722,11.65,2011,red
7476,Red (Winemaker's Blend) 2018,United States,California,Apothic,3.8,722,8.48,2018,red
7477,Cariñena Reserva 2012,Spain,Cariñena,Marques de Villanueva,3.3,722,5.29,2012,red
7478,Rioja Reserva 2014,Spain,Rioja,Viña Real,3.8,722,11.9,2014,red
7479,Cabernet Sauvignon - Shiraz 2018,South Africa,Stellenbosch,Simonsig,3.7,723,6.33,2018,red
7480,Testamatta Toscana 2015,Italy,Toscana,Bibi Graetz,4.3,725,122.82,2015,red
7481,Primus Malbec 2016,Argentina,Tunuyán,Salentein,4.3,726,42.0,2016,red
7482,Antu Syrah 2017,Chile,Colchagua Valley,MontGras,3.8,726,12.25,2017,red
7483,Rosso di Montepulciano 2014,Italy,Rosso di Montepulciano,Avignonesi,3.5,728,14.29,2014,red
7484,20 Barrels Limited Edition Cabernet Sauvignon 2016,Chile,Maipo Valley,Cono Sur,4.0,728,22.9,2016,red
7485,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Lagrange,3.9,729,69.26,2015,red
7486,Bergerac Rouge 2018,France,Bergerac,Château Laulerie,3.8,73,7.24,2018,red
7487,Fleurie 2017,France,Fleurie,Domaine de Gry Sablon - Dominique Morel,3.6,73,14.32,2017,red
7488,Malvasia Nera 2017,Italy,Salento,Vigneti Reale,3.6,73,7.28,2017,red
7489,Classico Cabernet Sauvignon 2016,South Africa,Stellenbosch,Dalla Cia,3.9,73,16.0,2016,red
7490,Réserve Bordeaux Rouge 2017,France,Bordeaux,Château Bel-Air Perponcher,3.7,73,10.85,2017,red
7491,Volnay 1er Cru 'Santenots' 2015,France,Volnay 1er Cru 'Santenots',Vincent Girardin,4.2,73,59.9,2015,red
7492,Großheubach Alte Reben 2016,Germany,Franken,Weingut Stadt Klingenberg,4.0,73,18.5,2016,red
7493,Rioja Garnacha 2015,Spain,Rioja,Baigorri,4.1,73,23.27,2015,red
7494,Prephylloxera La Vigna di Don Peppino Etna Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.4,73,67.42,2017,red
7495,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Palmer,4.7,73,437.68,2016,red
7496,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2014,United States,St. Helena,Paul Hobbs,4.6,73,359.0,2014,red
7497,Max 2016,South Africa,Coastal Region,Miles Mossop Wines,4.1,73,26.25,2016,red
7498,Finca La Personal 2013,Spain,Terra Alta,Edetària,4.2,73,42.5,2013,red
7499,Saint-Joseph Vignes de L'Hospice 2016,France,Saint-Joseph,E. Guigal,4.2,73,69.9,2016,red
7500,Plansel Selecta Reserva 2014,Portugal,Alentejano,Quinta da Plansel,3.9,73,9.7,2014,red
7501,De Piano 2016,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,73,14.84,2016,red
7502,Ornati Barbera d'Alba 2018,Italy,Barbera d'Alba,Parusso,4.0,73,12.38,2018,red
7503,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Caparzo,4.1,73,26.9,2015,red
7504,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château La Serre,3.9,73,58.39,2016,red
7505,Jura Pinot Noir Riserva 2016,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,73,22.32,2016,red
7506,Senda 2015,Spain,Madrid,Las Moradas de San Martín,3.5,73,13.68,2015,red
7507,Stately Cabernet Sauvignon - Shiraz 2016,South Africa,Coastal Region,Steenberg,3.9,73,16.95,2016,red
7508,Critèra Primitivo 2018,Italy,Salento,Schola Sarmenti,4.0,73,9.73,2018,red
7509,Colle Al Fico Toscana 2016,Italy,Toscana,Petra,4.1,73,39.58,2016,red
7510,Villa Nigra Pinot Nero 2015,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,73,28.22,2015,red
7511,Saffredi 2017,Italy,Maremma Toscana,Fattoria le Pupille,4.4,73,77.5,2017,red
7512,Tempranillo 2018,Spain,Valencia,Clos de Lôm,4.0,73,15.4,2018,red
7513,Chianti Rufina Riserva 2015,Italy,Chianti Rùfina,Villa di Vetrice,3.7,73,18.9,2015,red
7514,VOX Rouge 2016,France,Costières-de-Nîmes,Château de Nages,3.8,73,37.04,2016,red
7515,Aska Bolgheri 2017,Italy,Bolgheri,Banfi,3.8,73,19.5,2017,red
7516,Cotes de Provence Rouge 2014,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,73,16.9,2014,red
7517,Pomerol 2011,France,Pomerol,Château Gombaude-Guillot,4.1,73,55.1,2011,red
7518,Pomerol 2016,France,Pomerol,Château Lafleur-Gazin,4.3,73,44.84,2016,red
7519,Saint-Émilion Grand Cru (Grand Cru Classé) 1998,France,Saint-Émilion Grand Cru,Château Dassault,3.9,73,149.0,1998,red
7520,Vosne-Romanée 2016,France,Vosne-Romanée,Domaine des Perdrix,4.2,73,75.66,2016,red
7521,Shiraz 2017,Australia,Margaret River,Cape Mentelle,3.8,73,27.95,2017,red
7522,Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,Domaine de la Janasse,3.7,730,11.5,2018,red
7523,Cahors 2014,France,Cahors,Château du Cèdre,3.9,730,15.9,2014,red
7524,Cabernet Sauvignon 2016,United States,Napa County,Avalon,3.8,731,12.57,2016,red
7525,Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Poujeaux,3.8,731,39.0,2014,red
7526,Crianza 2015,Spain,Rioja,Cune (CVNE),3.6,7318,8.2,2015,red
7527,Syrah 2018,Italy,Terre Siciliane,Cusumano,3.9,732,7.5,2018,red
7528,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Teyssier,3.7,733,23.34,2011,red
